"","X","price","totsp","livesp","kitsp","dist","metrdist","walk","brick","floor"
"1546",1546,110,75,45,8,13.5,10,0,0,0
"1547",1547,190,84,55,9,4.5,5,1,1,1
"1548",1548,79,51,34,6,13.5,10,1,0,1
"1549",1549,79,51,34,6,13.5,10,1,0,1
"1550",1550,95,64,45,7,12.5,10,1,0,1
"1551",1551,95,61,38,8,11.5,7,1,0,1
"1552",1552,105,63,42,8,12,15,1,1,1
"1553",1553,83,57,44,6,17,10,0,0,1
"1554",1554,85,60,43,10,13,7,0,0,0
"1555",1555,83,60,38,9,12,10,1,0,0
"1556",1556,91,62,38,7,13.5,7,0,0,0
"1557",1557,87,58,37,7,13.5,15,0,0,1
"1558",1558,85,58,40,5,14.5,10,0,1,1
"1559",1559,120,80,45,13,12,10,1,0,1
"1560",1560,105,63,39,8,12.5,10,1,0,1
"1561",1561,125,90,54,8,12,15,0,0,1
"1562",1562,200,88,60,7,3,5,1,1,1
"1563",1563,135,79,45,13,15.5,7,1,0,1
"1564",1564,72,50,34,7,17,10,1,0,1
"1565",1565,117,77,44,10,17,3,1,0,0
"1566",1566,120,68,47,8,12.5,5,0,0,0
"1567",1567,96,59,42,6,13.5,7,1,0,1
"1568",1568,114,75,54,7,12,7,1,1,1
"1569",1569,115,78,46,10,12,15,0,0,1
"1570",1570,100,66,43,7,12,7,0,0,1
"1571",1571,168,84,54,8,7.5,10,1,1,1
"1572",1572,120,80,47,9,13.5,10,0,0,1
"1573",1573,89,65,40,8,13,7,0,0,1
"1574",1574,92,60,44,6,12.5,15,1,0,0
"1575",1575,140,68,44,10,5,7,1,0,1
"1576",1576,145,72,50,7,4.5,5,1,1,0
"1577",1577,130,83,48,9,12.7,5,1,0,1
"1578",1578,115,79,47,11,12,10,1,0,1
"1579",1579,127,81,49,8,12,5,1,0,1
"1580",1580,150,80,44,12,11.5,5,0,0,1
"1581",1581,90,60,43,6,12,5,0,0,1
"1582",1582,109,67,45,11,13.5,5,0,0,1
"1583",1583,91,65,39,8,13,5,0,0,1
"1584",1584,95,65,46,7,12.5,15,1,0,1
"1585",1585,90,51,35,6,7,3,1,0,1
"1586",1586,145,78,47,8,11,8,1,1,1
"1587",1587,130,72,47,10,13.5,7,1,1,0
"1588",1588,94,60,44,6,15.5,5,1,0,1
"1589",1589,89,62,38,9,13,4,0,0,0
"1590",1590,151,86,54,10,10.5,5,0,0,1
"1591",1591,91,60,44,6,12,10,1,1,1
"1592",1592,101,55,39,6,4.5,12,1,1,0
"1593",1593,98,64,43,7,17,5,0,0,1
"1594",1594,110,74,44,10,13.5,15,0,0,1
"1595",1595,105,67,45,9,12,7,0,0,1
"1596",1596,110,77,45,10,12,10,0,0,1
"1597",1597,98,63,39,7,14.5,10,0,0,0
"1598",1598,85,57,40,6,14.5,10,0,1,1
"1599",1599,100,68,53,6,12,10,1,0,1
"1600",1600,170,76,50,10,5,5,1,1,1
"1601",1601,88,63,37,8,13,5,0,0,1
"1602",1602,105,56,42,6,3,15,1,1,1
"1603",1603,150,76,50,8,9,7,1,1,1
"1604",1604,105,65,47,9,12.5,5,1,0,1
"1605",1605,105,77,46,8,12,15,0,0,0
"1606",1606,85,60,40,7,12,5,0,0,1
"1607",1607,110,75,43,10,12.7,5,1,0,1
"1608",1608,185,86,47,8,3,3,1,1,1
"1609",1609,185,79,47,10,3,3,1,1,1
"1610",1610,138,65,44,9,4.5,2,1,0,1
"1611",1611,123,83,50,11,12.7,15,1,0,1
"1612",1612,107,69,45,10,12,10,1,0,1
"1613",1613,95,64,45,6,12.5,10,1,0,1
"1614",1614,95,64,45,6,12.5,10,1,0,0
"1615",1615,114,74,44,11,12.7,10,1,0,1
"1616",1616,82,57,46,6,12,10,1,1,1
"1617",1617,85,57,37,5,12,7,0,0,1
"1618",1618,85,57,37,5,12,7,0,0,1
"1619",1619,105,75,45,10,13,10,0,0,1
"1620",1620,96,60,45,6,10.5,15,1,0,1
"1621",1621,170,79,50,9,4.5,2,1,0,0
"1622",1622,135,72,49,8,8,5,0,1,1
"1623",1623,105,68,41,8,17,5,1,0,0
"1624",1624,145,75,46,10,7,10,0,0,1
"1625",1625,98,65,44,9,14.5,7,0,0,1
"1626",1626,110,68,45,6,12.5,10,1,0,1
"1627",1627,127,76,42,10,13.5,10,0,0,1
"1628",1628,132,78,46,10,12.5,12,1,0,0
"1629",1629,110,69,44,10,12,5,1,0,1
"1630",1630,195,110,55,11,12,1,1,1,1
"1631",1631,127,79,46,10,17,5,1,0,1
"1632",1632,94,64,45,6,12.5,12,1,0,1
"1633",1633,145,73,45,7,9,1,1,1,1
"1634",1634,125,78,60,11,14.5,10,0,0,1
"1635",1635,76,53,39,6,12,10,1,0,1
"1636",1636,132,76,43,8,12.5,5,1,0,1
"1637",1637,93,62,37,8,12.5,10,1,0,1
"1638",1638,152,79,53,8,9,3,1,0,1
"1639",1639,89,55,37,6,10.5,10,1,1,1
"1640",1640,105,66,48,8,12,1,1,0,0
"1641",1641,95,56,39,5,9,7,1,1,1
"1642",1642,120,63,40,8,6,7,1,1,1
"1643",1643,158,78,48,9,9,4,1,1,1
"1644",1644,97,57,42,6,13.5,5,0,1,1
"1645",1645,106,70,43,10,12.7,10,1,0,0
"1646",1646,190,87,62,10,4.5,5,1,1,1
"1647",1647,115,69,46,6,12,5,1,1,1
"1648",1648,119,75,46,10,12,7,0,0,0
"1649",1649,107,76,44,9,13,15,1,0,1
"1650",1650,137,83,48,12,15.5,10,1,0,1
"1651",1651,140,75,54,8,12,5,1,1,0
"1652",1652,90,56,40,5,12.5,5,1,1,1
"1653",1653,110,67,41,9,13.5,10,0,0,0
"1654",1654,140,82,47,11,12.5,10,1,1,0
"1655",1655,117,70,39,8,12.5,12,1,1,1
"1656",1656,130,67,46,7,9,5,1,1,1
"1657",1657,85,58,39,6,12.5,10,1,0,0
"1658",1658,164,101,51,15,12.7,5,1,0,1
"1659",1659,95,58,38,6,12,8,1,0,1
"1660",1660,110,70,40,9,13.5,5,1,0,0
"1661",1661,136,78,45,10,12,10,1,0,0
"1662",1662,85,58,37,6,13.5,15,0,0,1
"1663",1663,98,68,44,8,10.5,10,1,0,1
"1664",1664,87,60,43,6,13.5,10,0,0,1
"1665",1665,87,60,43,6,13.5,10,0,0,1
"1666",1666,98,58,42,6,12,10,1,1,1
"1667",1667,77,50,34,6,13.5,2,1,0,1
"1668",1668,121,77,46,10,12.5,10,1,0,1
"1669",1669,125,76,47,11,11,7,1,0,1
"1670",1670,95,63,40,8,12.5,10,1,0,1
"1671",1671,143,80,47,9,12.5,3,1,0,1
"1672",1672,112,75,42,10,12,5,0,0,1
"1673",1673,90,56,42,6,12.5,7,1,1,1
"1674",1674,80,50,34,6,11.5,10,1,0,1
"1675",1675,94,61,38,9,12,5,0,0,1
"1676",1676,180,88,55,11,6,3,1,0,1
"1677",1677,94,65,45,7,14.5,10,1,0,0
"1678",1678,117,78,44,10,12,5,1,0,1
"1679",1679,113,75,45,10,13,10,1,0,1
"1680",1680,175,83,55,9,3,15,1,1,1
"1681",1681,135,79,48,9,10.5,5,1,1,0
"1682",1682,115,76,40,11,12.7,10,1,0,1
"1683",1683,100,65,46,6,15.5,7,1,0,1
"1684",1684,108,64,40,9,12,10,0,0,1
"1685",1685,119,77,40,10,12.7,5,0,0,1
"1686",1686,125,80,45,13,13,10,0,0,0
"1687",1687,85,60,43,6,12,5,1,0,1
"1688",1688,128,77,47,12,11,7,1,0,1
"1689",1689,86,61,43,6,13.5,15,1,0,1
"1690",1690,148,74,51,9,7.5,10,1,1,1
"1691",1691,113,80,48,8,12,10,1,0,1
"1692",1692,98,59,39,6,7.5,10,0,0,1
"1693",1693,75,51,36,6,17,5,0,0,1
"1694",1694,113,80,46,10,13,10,0,0,1
"1695",1695,150,85,61,8,12,7,1,1,1
"1696",1696,99,57,42,6,6.5,7,1,1,1
"1697",1697,145,73,50,9,9,7,1,1,0
"1698",1698,268,121,60,16,7.5,5,1,0,1
"1699",1699,185,90,54,13,7.5,7,1,1,1
"1700",1700,113,78,47,10,12,10,1,0,1
"1701",1701,78,55,37,6,10.5,7,1,0,1
"1702",1702,129,79,46,13,12,15,1,0,1
"1703",1703,130,75,45,10,12,10,0,0,1
"1704",1704,116,75,46,10,13.5,10,0,0,1
"1705",1705,93,63,40,8,11,12,1,0,1
"1706",1706,108,57,40,6,9,3,1,1,1
"1707",1707,110,76,46,10,13,7,1,0,1
"1708",1708,73,51,34,6,13.5,10,1,0,1
"1709",1709,147,74,49,9,7.5,10,1,1,1
"1710",1710,78,51,33,6,7,7,1,0,1
"1711",1711,85,59,38,6,13.5,10,1,0,1
"1712",1712,134,69,47,8,5,10,1,0,1
"1713",1713,103,74,45,9,13,10,1,0,1
"1714",1714,127,74,53,8,11,10,1,1,1
"1715",1715,115,78,44,10,12,7,1,0,1
"1716",1716,93,66,39,8,14.5,15,1,0,1
"1717",1717,95,65,45,7,15.5,7,1,0,1
"1718",1718,88,60,42,6,11,10,1,1,1
"1719",1719,135,81,44,10,14.5,7,0,0,1
"1720",1720,105,66,40,8,12.5,5,1,0,1
"1721",1721,105,66,40,8,12.5,5,1,0,1
"1722",1722,118,80,45,13,12,15,1,0,1
"1723",1723,125,73,52,8,11,10,1,1,1
"1724",1724,94,64,38,9,12,11,0,0,1
"1725",1725,93,64,38,8,14.5,10,1,0,1
"1726",1726,105,66,44,7,13.5,10,1,0,1
"1727",1727,110,65,41,11,12.5,15,1,1,1
"1728",1728,147,80,50,8,7.5,5,0,0,1
"1729",1729,110,57,37,7,9,1,1,1,1
"1730",1730,118,83,44,10,12.7,10,1,0,1
"1731",1731,105,68,46,8,15.5,10,1,0,0
"1732",1732,105,73,45,8,11,10,1,0,0
"1733",1733,125,75,45,10,13.5,10,0,0,1
"1734",1734,135,74,44,10,10.5,7,1,0,0
"1735",1735,119,80,48,10,12.7,12,1,0,1
"1736",1736,88,60,44,6,13.5,10,0,0,1
"1737",1737,95,63,39,8,17,1,1,0,1
"1738",1738,78,58,37,6,12,10,0,0,1
"1739",1739,132,77,43,8,12.5,5,1,0,1
"1740",1740,135,82,48,9,10.5,10,0,0,0
"1741",1741,93,61,45,6,14.5,10,1,0,1
"1742",1742,103,69,44,9,14.5,10,0,0,1
"1743",1743,92,63,38,8,12,10,0,0,1
"1744",1744,99,65,40,8,12.5,10,1,0,1
"1745",1745,114,75,44,10,13,2,1,0,1
"1746",1746,132,77,41,10,10,7,0,0,1
"1747",1747,95,60,43,7,12.5,5,1,0,1
"1748",1748,140,74,53,8,11,5,1,1,1
"1749",1749,122,68,44,8,10.5,5,0,0,1
"1750",1750,96,65,40,8,14.5,15,1,0,0
"1751",1751,89,60,38,6,13.5,7,1,0,1
"1752",1752,105,66,46,11,12,7,1,0,0
"1753",1753,92,64,38,8,10.5,15,1,0,0
"1754",1754,160,79,54,9,7,3,1,0,1
"1755",1755,130,74,45,10,12,1,1,0,1
"1756",1756,155,77,50,8,8,5,0,1,1
"1757",1757,92,58,42,6,13.5,7,1,1,1
"1758",1758,96,64,41,9,13.5,12,1,0,1
"1759",1759,105,74,45,10,13,10,1,0,0
"1760",1760,93,59,38,6,13.5,7,1,0,0
"1761",1761,132,80,54,10,12,10,1,0,1
"1762",1762,90,63,44,6,17,5,1,0,1
"1763",1763,110,65,46,7,12.5,5,1,0,1
"1764",1764,110,68,46,8,13.5,10,0,0,1
"1765",1765,73,51,34,6,12,7,1,0,0
"1766",1766,73,51,34,6,12,7,1,0,0
"1767",1767,88,60,44,6,17,7,0,0,1
"1768",1768,120,83,49,9,12,10,0,0,1
"1769",1769,120,66,43,10,9,10,0,0,1
"1770",1770,102,65,44,7,15.5,5,1,0,1
"1771",1771,98,65,44,7,11.5,15,1,0,1
"1772",1772,160,82,54,8,9,7,1,1,1
"1773",1773,107,75,44,10,12.7,10,1,0,1
"1774",1774,125,75,46,10,14.5,7,0,0,1
"1775",1775,130,78,46,10,14.5,7,1,0,1
"1776",1776,120,65,44,8,9,5,1,0,1
"1777",1777,95,57,42,6,6.5,7,1,1,1
"1778",1778,130,70,47,8,9,5,1,0,1
"1779",1779,140,80,51,10,13.5,10,1,1,1
"1780",1780,106,68,47,8,13.5,7,0,0,1
"1781",1781,110,65,40,8,12.5,5,1,0,0
"1782",1782,110,77,47,10,13,10,1,0,1
"1783",1783,112,76,40,11,12.7,7,0,0,1
"1784",1784,155,72,53,8,3,10,1,1,1
"1785",1785,103,63,38,9,12.5,10,1,0,1
"1786",1786,87,59,44,6,13.5,10,1,0,1
"1787",1787,160,90,60,12,12.7,1,1,1,1
"1788",1788,100,65,41,8,14.5,5,0,0,1
"1789",1789,140,81,50,7,12,10,1,1,0
"1790",1790,135,72,51,8,9,5,1,1,1
"1791",1791,86,58,43,6,17,5,1,0,1
"1792",1792,140,73,44,10,10.5,5,1,1,0
"1793",1793,112,77,45,10,17,10,0,0,1
"1794",1794,115,81,47,9,12.7,10,1,0,0
"1795",1795,135,82,46,13,12,5,1,0,1
"1796",1796,200,100,60,12,7,7,0,0,1
"1797",1797,90,57,40,5,13.5,10,1,1,1
"1798",1798,180,83,58,10,3,10,1,1,1
"1799",1799,98,60,47,6,14.5,7,1,1,0
"1800",1800,158,88,61,9,10.5,15,1,1,1
"1801",1801,90,57,42,6,11,5,1,1,1
"1802",1802,135,75,46,10,7,12,0,0,1
"1803",1803,90,60,42,6,17,3,1,0,1
"1804",1804,99,63,43,9,13.5,7,0,0,1
"1805",1805,103,64,44,10,15.5,7,1,0,1
"1806",1806,114,73,44,10,13.5,10,0,0,0
"1807",1807,112,74,44,11,12.7,10,1,0,1
"1808",1808,94,64,45,7,14.5,10,0,0,1
"1809",1809,157,80,48,9,7,5,0,0,1
"1810",1810,78,51,34,6,13.5,10,1,1,1
"1811",1811,126,74,43,10,12.5,3,1,0,1
"1812",1812,87,57,45,6,12,15,1,0,1
"1813",1813,130,79,44,10,13.5,10,0,0,1
"1814",1814,103,64,40,8,10.5,10,0,0,0
"1815",1815,89,60,45,6,13.5,10,0,0,1
"1816",1816,90,61,45,6,13.5,15,1,0,1
"1817",1817,86,58,44,6,17,5,1,0,1
"1818",1818,131,79,45,12,14.5,5,0,0,1
"1819",1819,140,89,51,10,12,3,1,0,1
"1820",1820,130,73,52,7,11,5,1,1,1
"1821",1821,132,78,46,14,12.5,12,1,0,0
"1822",1822,70,52,34,6,12,10,1,0,0
"1823",1823,112,75,45,10,12,7,1,0,1
"1824",1824,112,67,38,7,10.5,10,0,1,1
"1825",1825,120,74,40,12,12.7,7,1,1,1
"1826",1826,74,51,35,6,13.5,10,1,0,0
"1827",1827,74,51,35,6,13.5,10,1,0,0
"1828",1828,107,73,47,9,17,15,0,1,0
"1829",1829,145,84,53,19,15.5,15,1,0,1
"1830",1830,100,65,39,8,14.5,10,0,0,1
"1831",1831,103,67,43,9,13.5,10,0,0,1
"1832",1832,130,74,48,12,12,15,1,1,1
"1833",1833,117,75,42,10,12,5,1,0,1
"1834",1834,87,58,38,6,12,15,1,0,0
"1835",1835,185,108,65,12,13.5,10,0,0,1
"1836",1836,100,66,44,6,12.5,10,1,0,1
"1837",1837,84,59,44,6,12,10,1,0,1
"1838",1838,80,54,35,6,12,8,1,1,0
"1839",1839,94,65,45,7,17,10,1,0,0
"1840",1840,82,51,35,6,12.5,5,1,0,1
"1841",1841,95,61,37,6,13.5,7,1,0,1
"1842",1842,120,81,48,8,13,7,1,0,1
"1843",1843,125,76,45,10,13.5,10,0,0,1
"1844",1844,102,65,44,7,13.5,10,1,0,1
"1845",1845,170,87,58,8,7.5,7,1,1,1
"1846",1846,110,73,45,10,15.5,10,1,0,1
"1847",1847,85,59,45,6,12,5,1,0,1
"1848",1848,82,57,42,5,12.7,10,1,1,1
"1849",1849,140,66,47,6,4.5,2,1,1,0
"1850",1850,110,77,40,11,12.7,15,1,0,1
"1851",1851,138,66,44,9.5,4.5,3,1,0,1
"1852",1852,100,60,43,7,12.5,5,1,0,1
"1853",1853,115,78,48,10,12,10,0,0,0
"1854",1854,85,56,36,5,10.5,15,0,0,1
"1855",1855,120,74,53,8,10.5,10,1,1,1
"1856",1856,90,60,40,7,13.5,9,1,0,1
"1857",1857,94,64,43,9,12,7,1,0,1
"1858",1858,98,64,42,7,14.5,5,0,0,1
"1859",1859,105,72,43,10,12,10,1,0,1
"1860",1860,130,78,46,11,13.5,10,1,0,1
"1861",1861,138,66,44,9,4.5,2,1,0,1
"1862",1862,110,70,42,10,14.5,7,0,0,1
"1863",1863,152,95,62,10,12.7,5,1,0,1
"1864",1864,115,79,48,9,13,7,1,0,1
"1865",1865,107,72,43,10,13,5,0,0,0
"1866",1866,105,65,40,8,13.5,7,1,0,1
"1867",1867,92,60,41,6,14.5,7,1,0,0
"1868",1868,87,58,44,5,10.5,5,1,0,1
"1869",1869,117,78,45,11,13,10,0,0,1
"1870",1870,96,63,45,6,12.5,10,1,0,1
"1871",1871,140,78,46,11,12,5,1,0,1
"1872",1872,96,63,38,8,12.5,15,1,0,1
"1873",1873,105,68,43,9,13.5,10,1,0,1
"1874",1874,92,60,45,6,15.5,5,1,0,1
"1875",1875,114,75,44,10,12.7,7,1,0,1
"1876",1876,87,60,43,6,12,7,0,0,1
"1877",1877,115,65,47,8,13.5,3,1,1,1
"1878",1878,138,69,45,9,4.5,5,1,0,1
"1879",1879,126,80,40,14,12,10,0,0,1
"1880",1880,120,75,45,10,14.5,10,0,0,1
"1881",1881,124,77,44,10,14.5,5,0,0,1
"1882",1882,230,110,52,17,11.5,5,1,1,1
"1883",1883,127,74,45,11,12,10,0,0,0
"1884",1884,129,76,48,10,12.5,5,0,0,1
"1885",1885,118,75,46,10,17,5,1,0,1
"1886",1886,105,60,35,8,11,5,1,1,1
"1887",1887,85,58,41,7,14.5,10,0,0,1
"1888",1888,200,102,73,10,9,7,1,0,1
"1889",1889,93,62,38,7,17,3,1,0,1
"1890",1890,126,83,50,9,14.5,15,1,0,0
"1891",1891,120,79,44,10,13,3,1,0,1
"1892",1892,139,73,51,9,7.5,10,0,1,0
"1893",1893,110,76,50,8,13,10,1,0,1
"1894",1894,112,65,44,9,13.5,1,1,0,0
"1895",1895,88,60,43,6,12,5,0,0,0
"1896",1896,116,75,42,9,13.5,10,0,0,1
"1897",1897,88,60,44,10,12,10,0,0,0
"1898",1898,90,62,46,8,14.5,15,0,0,1
"1899",1899,88,59,44,6,13.5,10,1,0,1
"1900",1900,112,76,46,10,12,10,0,0,1
"1901",1901,86,53,36,7,11.5,5,1,0,0
"1902",1902,110,71,44,8,15.5,7,0,0,1
"1903",1903,83,60,44,6,17,10,1,0,1
"1904",1904,97,64,45,7,13.5,10,1,0,1
"1905",1905,317,135,70,20,9,2,1,0,1
"1906",1906,110,65,39,9,12.5,2,1,0,0
"1907",1907,137,76,50,9,11,7,1,1,1
"1908",1908,95,61,43,6,14.5,5,1,0,1
"1909",1909,123,66,43,8,10,5,1,1,1
"1910",1910,136,78,46,10,12.5,5,0,0,0
"1911",1911,95,65,45,7,14.5,12,1,0,1
"1912",1912,139,86,51,10,10.5,7,0,0,1
"1913",1913,110,60,40,7,9,7,0,1,1
"1914",1914,95,64,45,7,14.5,10,1,0,1
"1915",1915,135,77,50,8,10.5,10,0,1,1
"1916",1916,148,92,61,10,10.5,15,1,1,1
"1917",1917,178,80,54,9,3,5,1,1,1
"1918",1918,115,66,38,7,11,7,1,1,1
"1919",1919,107,75,44,8,12,10,1,0,0
"1920",1920,81,53,34,6,12.5,10,1,0,0
"1921",1921,130,75,44,10,12.5,5,1,0,1
"1922",1922,108,67,45,8,14.5,5,0,0,1
"1923",1923,102,58,41,6,11,5,1,1,1
"1924",1924,120,68,45,8,10.5,5,0,0,1
"1925",1925,113,75,45,10,12,7,1,0,1
"1926",1926,96,60,40,8,12.5,10,1,0,1
"1927",1927,95,60,44,6,12,10,1,0,0
"1928",1928,125,78,50,9,13.5,15,1,1,0
"1929",1929,87,56,35,6,12,7,1,0,1
"1930",1930,110,77,40,12,12.7,15,1,0,1
"1931",1931,150,78,50,9,9,5,1,1,1
"1932",1932,90,59,45,6,15.5,5,0,0,1
"1933",1933,108,64,40,9,12,10,0,1,1
"1934",1934,127,74,42,9,12,5,1,0,1
"1935",1935,115,79,46,10,12.7,10,1,0,1
"1936",1936,115,81,50,8,13,10,1,0,1
"1937",1937,73,50,35,7,17,5,1,0,0
"1938",1938,88,64,46,7,17,15,1,0,0
"1939",1939,115,76,54,9,13,5,1,0,0
"1940",1940,100,57,40,6,8,5,1,0,1
"1941",1941,110,74,45,10,12.7,7,1,0,1
"1942",1942,94,62,38,8,17,3,1,0,1
"1943",1943,85,55,35,6,12,10,1,0,1
"1944",1944,119,74,52,8,10.5,10,1,1,1
"1945",1945,145,85,52,11,14.5,5,0,0,1
"1946",1946,145,85,52,11,14.5,5,0,0,1
"1947",1947,140,81,50,13,15.5,2,1,0,1
"1948",1948,116,82,44,10,12.7,15,1,0,1
"1949",1949,105,66,44,7,13.5,7,0,0,1
"1950",1950,105,66,44,7,13.5,7,1,0,1
"1951",1951,127,74,44,8,11,10,1,1,0
"1952",1952,185,90,52,12,6,7,1,0,1
"1953",1953,88,59,44,6,14.5,10,1,0,1
"1954",1954,95,55,42,5,10.5,5,0,1,1
"1955",1955,131,76,45,10,12,7,1,0,1
"1956",1956,115,76,45,10,12.7,5,0,0,1
"1957",1957,83,61,38,6,13,10,0,0,0
"1958",1958,125,77,44,10,14.5,7,1,0,1
"1959",1959,75,51,34,6,14.5,7,0,0,1
"1960",1960,158,78,48,12,9,4,1,1,1
"1961",1961,93,59,38,6,13.5,10,1,1,0
"1962",1962,130,80,45,13,12,5,0,0,1
"1963",1963,108,66,43,11,13.5,10,1,0,1
"1964",1964,135,83,53,9,13.5,10,0,0,1
"1965",1965,185,108,62,12,13.5,10,0,0,1
"1966",1966,120,64,46,6,7,3,1,0,1
"1967",1967,110,67,45,8,13.5,5,0,0,1
"1968",1968,93,61,43,6,14.5,7,0,0,1
"1969",1969,100,55,38,6,3.5,5,1,1,0
"1970",1970,115,77,46,10,12.7,7,1,0,1
"1971",1971,160,80,52,9,7.5,7,1,1,0
"1972",1972,142,77,44,10,7,10,0,0,1
"1973",1973,142,77,44,10,7,10,0,0,1
"1974",1974,108,58,41,6,9,3,1,1,1
"1975",1975,110,66,45,10,11.5,10,1,0,1
"1976",1976,105,72,43,10,13,10,1,0,0
"1977",1977,122,81,46,13,12,15,1,0,1
"1978",1978,110,76,45,10,13,10,1,0,1
"1979",1979,114,77,45,10,12,10,0,0,1
"1980",1980,114,77,45,10,12,10,0,0,1
"1981",1981,99,60,39,8,12,5,0,0,1
"1982",1982,175,79,50,9,4.5,1,1,1,0
"1983",1983,79,51,34,6,13.5,5,1,0,1
"1984",1984,110,60,44,6,7,5,0,0,1
"1985",1985,85,59,43,6,13.5,15,0,0,1
"1986",1986,103,67,43,9,15.5,7,1,0,1
"1987",1987,120,78,43,12,14.5,15,0,0,1
"1988",1988,93,64,44,6,17,5,1,0,1
"1989",1989,152,81,54,8,7.5,12,1,1,1
"1990",1990,83,55,37,6,12,5,1,1,1
"1991",1991,110,67,44,9,11.5,10,0,0,1
"1992",1992,130,81,48,9,13.5,10,0,0,1
"1993",1993,105,57,44,6,9,5,1,1,0
"1994",1994,113,76,46,10,13,7,1,0,1
"1995",1995,120,67,46,10,9,10,1,0,1
"1996",1996,94,56,33,8,11.5,3,1,0,1
"1997",1997,116,68,43,8,6.5,10,1,1,1
"1998",1998,103,63,38,8,10.5,10,0,0,1
"1999",1999,80,50,34,6,12,5,0,0,0
"2000",2000,86,56,39,6,12.5,10,0,0,1
"2001",2001,107,67,41,9,12.5,10,1,0,1
"2002",2002,107,67,46,8,13.5,7,0,0,1
"2003",2003,120,75,45,10,13.5,10,0,0,1
"2004",2004,94,61,44,6,12.5,10,1,0,1
"2005",2005,105,58,41,6,7.5,10,1,1,1
"2006",2006,120,80,45,13,12,15,1,0,1
"2007",2007,95,66,39,8,14.5,15,1,0,1
"2008",2008,171,90,63,10,10.5,3,1,0,1
"2009",2009,92,61,33,7,10.5,10,1,1,0
"2010",2010,140,77,46,10,8,10,1,0,1
"2011",2011,87,60,43,6,12,5,0,0,1
"2012",2012,150,77,45,10,5,10,1,0,1
"2013",2013,140,77,45,10,10,5,1,0,1
"2014",2014,85,60,38,6,17,7,1,0,0
"2015",2015,85,60,38,6,17,7,1,0,0
"2016",2016,110,67,49,6,12.5,10,1,1,0
"2017",2017,86,59,43,6,17,5,1,0,1
"2018",2018,120,59,45,6,3,3,1,0,1
"2019",2019,120,82,44,11,12.7,12,1,0,1
"2020",2020,84,60,43,6,12,10,1,0,1
"2021",2021,140,80,45,13,13.5,5,0,0,1
"2022",2022,95,64,45,6,14.5,10,1,0,1
"2023",2023,145,76,44,24,12.7,2,1,0,0
"2024",2024,112,72,50,9,17,10,1,1,0
"2025",2025,102,58,40,6,10.5,5,1,1,0
"2026",2026,126,68,47,8,8,5,0,0,1
"2027",2027,92,60,44,6,15.5,3,1,0,1
"2028",2028,94,61,42,6,12.5,10,1,0,1
"2029",2029,127,77,46,10,12.5,10,1,0,1
"2030",2030,99,66,44,8,12,5,1,0,0
"2031",2031,130,75,45,8,11,10,1,1,1
"2032",2032,110,77,46,8,12,12,0,0,0
"2033",2033,95,64,45,7,17,5,1,0,1
"2034",2034,80,54,37,6,12,7,1,1,0
"2035",2035,110,75,45,10,12.7,10,1,0,1
"2036",2036,117,76,43,10,12,5,1,0,1
"2037",2037,91,60,44,6,14.5,7,1,0,1
"2038",2038,94,65,40,8,14.5,15,1,0,1
"2039",2039,110,74,44,10,13,7,1,0,1
"2040",2040,90,61,43,6,14.5,10,1,0,1
